COVID-19 Vaccinations in the United States
Date generated: Thu Dec 09 2021 16:28:26 GMT-0600 (Central Standard Time)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6099090,154135,202983,5032999,127193,4695259,156262,2530686,64,2338911,77.8,2069094,52.3,1925600,64.1,3292890,2502000,304200,0,138888,2049655,2843410,1046,805764,1131170,132002,158,805498,988053,131910,139,N/A,64,N/A,77.8,49.3,1809266,60.2,2530686,646997,95,532532,83.8,270188,242256,20052,36,1426961,224672,960287,2493771,75,2054581,61.8,805746,1116690,131987,158,4981275,149803,183419,2530511,68.4,2069051,55.9,805747,1131156,131990,158,5032792,135969,164776,483971,23.4,483468,25.1,379002,36.3,256136,48.1,219063,258750,6141,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8146665,193153,243099,6416184,152124,5928943,176921,3050896,72.3,2775414,82.8,2741830,65,2533394,75.6,4595205,3105460,446000,0,252823,2405881,3750177,7303,966507,1537848,235418,2057,963655,1333177,234606,1956,N/A,72.3,N/A,82.8,60.5,2345798,70,3050896,732980,95,679931,88.8,307223,320380,51498,830,1764012,230265,1063420,2968611,81.4,2706628,74.2,966503,1502658,235415,2052,6297648,172644,223333,3050880,76.5,2741823,68.7,966506,1537843,235417,2057,6416168,160809,204181,808049,29.5,807352,31.9,582319,45.1,393602,57.9,349284,445580,12944,241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,24407395,190653,240056,18887180,147533,17592131,173025,10644018,83.1,9866902,95,7626577,59.6,7118056,70,13575275,9427920,1404200,0,672040,7410262,10803532,1346,2812125,4141120,672743,589,2810061,3635212,672236,547,N/A,83.1,N/A,95,54.4,6459712,63.5,10644018,3067644,95,2049642,85.6,964564,998685,86124,269,5684838,237525,1019800,10438155,94.2,7548876,68.1,2811963,4063656,672669,588,18600668,167853,220253,10642640,87.9,7626120,63,2812012,4140826,672693,589,18885411,156025,201646,1325136,17.4,1323801,18.6,1011033,25.2,656805,32,614130,705180,5797,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6130970,191971,233921,5566601,174300,5086991,194089,2751598,86.2,2475616,94.5,2394634,75,2193075,83.7,3642050,2279320,209600,0,142133,2183820,3240127,521,912363,1345926,136244,101,911945,1144994,136071,65,N/A,86.2,N/A,94.5,71.4,2078468,79.3,2751598,660420,95,578876,85.2,285425,270272,23165,14,1436836,211406,902070,2685654,94.3,2377076,83.5,912297,1328485,136193,101,5483042,192503,215251,2750869,89.4,2394440,77.8,912308,1345830,136201,101,5565716,180928,199303,503710,21,503151,22.9,356486,31.3,210338,36.3,195488,303749,4467,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2104235,198632,246148,1812284,171073,1671618,195542,900532,85,817369,95,787165,74.3,722353,84.5,1220095,797940,86200,0,60187,690767,1060088,1242,276880,453227,56758,300,276774,388549,56732,298,N/A,85,N/A,95,70.3,680411,79.6,900532,205058,95,181878,95,82083,93152,6532,111,486581,260140,1124980,875143,94.4,774052,83.5,276870,440126,56757,299,1777638,191661,226874,900473,89.6,787157,78.3,276876,453225,56757,299,1812218,180349,209410,237769,30.2,237485,32.9,178294,46.7,110898,61,105900,129069,2789,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,36290,168540,218839,34967,162396,31811,191829,18592,86.3,16722,95,15873,73.7,14579,87.9,7290,25200,3800,0,2334,27416,5217,0,11772,1762,2339,0,11772,468,2339,0,N/A,86.3,N/A,95,63.4,12365,74.6,18592,1794,90.1,1720,86.3,1473,20,227,0,4139,207781,1821790,18074,95,15872,85.1,11772,1761,2339,0,34451,184773,194637,18592,91.3,15873,77.9,11772,1762,2339,0,34967,171634,178128,3133,19.7,3133,21.5,1978,35.2,910,52.9,3124,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,8546355,165990,211673,6388107,124072,6006766,148773,3150538,61.2,2931313,72.6,2682726,52.1,2516334,62.3,4630175,3495380,420800,0,209825,2500444,3675821,2017,986216,1502532,193641,337,984193,1338760,193046,335,N/A,61.2,N/A,72.6,49,2354623,58.3,3150538,916173,95,792611,84.6,338407,423823,30181,200,2075387,221487,912075,3105421,70.3,2663510,60.3,986119,1483457,193597,337,6325793,143118,193358,3149402,64.9,2682191,55.2,986141,1502114,193599,337,6386415,131509,175987,660870,24.6,660309,26.2,542686,36.5,379300,47.9,270155,377373,12918,424,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1542185,174325,231019,1194191,134989,1105560,165613,605939,68.5,553283,82.9,492226,55.6,457014,68.5,831565,627320,83300,0,37197,475555,681307,132,187236,269074,35888,28,187170,233955,35861,28,N/A,68.5,N/A,82.9,52.1,425913,63.8,605939,167514,95,138341,91.1,68872,64692,4759,18,364728,240156,1015460,592103,80.2,486560,65.9,187234,263413,35885,28,1174465,159120,208940,605910,73.6,492218,59.8,187234,269071,35885,28,1194157,145011,187274,138004,28,137890,30.2,108471,41.9,72821,52.6,63783,72676,1540,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,10482210,153492,197067,8432555,123478,7962533,149696,3928896,57.5,3662143,68.8,3427141,50.2,3233493,60.8,6012370,3993940,475900,0,240180,3233882,4916672,41821,1248592,1949255,219474,9820,1248055,1756523,219198,9717,N/A,57.5,N/A,68.8,47.6,3054234,57.4,3928896,1023016,89.5,937278,82,464737,432552,34731,5258,2547293,222784,916764,3872673,66.4,3408319,58.4,1248565,1930526,219426,9802,8356732,143203,179626,3928354,61.2,3427021,53.4,1248576,1949190,219437,9818,8431888,131326,163260,951263,27.8,949872,29.4,738084,40.4,489034,52.2,403718,532965,12764,1816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,50202395,173136,232461,38412226,132475,34898042,161594,18849432,65,16877310,78.1,16127692,55.6,14710016,68.1,29458095,18276100,2468200,0,1401322,14463228,22544568,3108,5793678,9083343,1250244,427,5789484,7671444,1248691,397,N/A,65,N/A,78.1,51.9,13635159,63.1,18849432,3477783,93.1,3120017,83.6,1488342,1460215,171300,160,8202035,219645,1344380,18442452,76.5,15979442,66.3,5793079,8936029,1249916,418,37832510,156974,208299,18845053,69.8,16126552,59.7,5793173,9082958,1249994,427,38406780,142221,185900,3447636,21.4,3441237,23.4,2445360,35.4,1452711,46.6,1567548,1825661,54304,123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5141750,160381,226033,4242734,132339,3793409,166760,2103551,65.6,1843651,81,1819089,56.7,1635101,71.9,3088750,1825700,227300,0,165909,1525940,2550591,294,624108,1037531,157441,9,623691,854155,157246,9,N/A,65.6,N/A,81,52.7,1505056,66.2,2103551,363590,95,327404,89.5,140362,170784,16257,1,873187,238659,1405340,2037297,78.6,1801804,69.5,624065,1020330,157400,9,4158838,160433,198350,2103175,71.1,1819008,61.5,624087,1037499,157413,9,4242292,143410,173816,413263,22.7,412397,25.2,281316,41.1,180190,55,159596,247765,5901,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,16057155,188122,240568,13563316,158904,12369631,185322,6549561,76.7,5884830,88.2,5660070,66.3,5151761,77.2,9624755,5709900,722500,0,457976,4883081,8214772,7487,1916238,3318512,422451,2869,1910630,2818043,420435,2653,N/A,76.7,N/A,88.2,62.5,4830888,72.4,6549561,1386719,95,1214444,89.4,567002,575715,70844,883,3268171,240500,1181620,6345427,86.8,5562024,76.1,1916054,3221239,421889,2842,13254702,181398,219751,6548277,81.5,5659645,70.5,1916102,3318315,422361,2867,13561683,168887,199964,1555143,27.5,1553444,30.2,1119888,43.2,690369,56.8,684714,844149,26040,240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7435820,N/A,N/A,6688024,N/A,6684875,N/A,3264407,N/A,3262624,N/A,2897860,N/A,2896469,N/A,3223740,3606680,605400,0,239196,3412723,3035824,281,1422317,1248342,227190,11,1422257,1247052,227149,11,N/A,N/A,N/A,N/A,0,2690818,0,3264407,1620724,0,1482738,0,810471,597408,74858,1,3573606,0,0,3264291,0,2897786,0,1422295,1248297,227183,11,6687837,0,0,3264306,0,2897790,0,1422295,1248300,227184,11,6687856,0,0,742656,25.6,742649,25.6,700552,30.7,540090,36.4,369194,362316,11146,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,129350,121695,158698,123743,116420,117483,144139,61403,57.8,57877,71,52724,49.6,49999,61.3,92610,34540,2200,0,1950,36677,85116,0,14883,36016,1820,5,14855,33326,1813,5,N/A,57.8,N/A,71,48,48284,59.2,61403,16858,82.3,14776,72.2,5855,8403,514,4,35454,173132,631653,60928,68.1,52560,58.8,14875,35863,1817,5,123117,137676,144646,61345,61.6,52699,52.9,14876,36001,1817,5,123660,124127,129838,8641,16.4,8635,17.3,7178,23.5,4454,30.1,3083,5483,73,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1349210,216223,264559,1166265,186905,1073605,210517,541216,86.7,486120,95,464972,74.5,427552,83.8,740330,540280,68600,0,49841,462135,653414,875,170436,248829,45444,263,170384,211557,45365,246,N/A,86.7,N/A,95,69.6,396771,77.8,541216,138426,95,124101,95,59928,61503,2516,154,354953,283874,1079030,520239,94.4,457877,83.1,170423,241764,45427,263,1137765,206510,244888,541161,91,464962,78.2,170435,248825,45439,263,1166222,196021,226779,186006,40,185798,43.5,136498,56.1,84740,68.3,81481,101548,2963,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,14453195,189802,242836,11786890,154787,10844162,182199,5621215,73.8,5092347,85.6,5048134,66.3,4642809,78,8451175,5297020,705000,0,447059,4446594,6884451,8786,1802403,2816483,426436,2812,1801635,2412321,426105,2748,N/A,73.8,N/A,85.6,61.8,4297437,72.2,5621215,1193114,95,1101965,91.1,502179,541227,57098,1461,2926654,241928,1194750,5467442,84.1,4980682,76.6,1802342,2749130,426401,2809,11565381,177904,222325,5620602,78.5,5048021,70.5,1802382,2816418,426410,2811,11786152,164647,201905,1422518,28.2,1420723,30.6,1017555,45.3,654292,59.4,629335,772762,20026,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,9563275,164249,209913,8517976,146296,7912815,173685,3880978,66.7,3538022,77.7,3523381,60.5,3266431,71.7,5536055,3603420,423800,0,310582,3294403,4911380,1611,1283729,1951832,287286,534,1283383,1695467,287072,509,N/A,66.7,N/A,77.7,56.7,3044516,66.8,3880978,1009310,95,945710,93,455083,460662,29734,231,2597963,255393,940117,3780406,75.6,3480444,69.6,1283700,1908950,287260,534,8374278,167493,191273,3880731,70.7,3523340,64.2,1283720,1951815,287271,534,8517700,155095,174133,1207945,34.3,1206930,36.9,907262,49.2,592855,62.7,499465,692865,15577,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3412435,190410,238202,2947728,164480,2826673,197313,1554364,86.7,1482835,95,1236443,69,1186495,82.8,1943155,1318780,150500,0,72073,1312269,1561840,1546,535375,631506,69131,431,534894,582167,69035,399,N/A,86.7,N/A,95,65.4,1121461,78.3,1554364,544747,95,453902,95,228272,214050,11393,187,1099307,299530,929791,1548437,95,1235605,79.3,535250,630814,69110,431,2941911,188846,219050,1553662,91.4,1236080,72.7,535256,631281,69112,431,2946585,173418,200835,169152,13.7,169001,14.2,140354,18,99301,21.9,70080,97721,1315,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,832715,143879,187116,654677,113117,616720,138581,315915,54.6,293644,66,268472,46.4,252855,56.8,419895,367720,45100,0,27227,290311,336557,582,111714,131904,24747,107,111695,116332,24723,105,N/A,54.6,N/A,66,42.7,231485,52,315915,89910,90.7,80797,81.5,41167,35816,3765,49,210821,212566,839608,310882,63.4,266795,54.4,111713,130231,24744,107,648014,132053,169692,315887,58.1,268467,49.4,111713,131902,24745,107,654645,120377,153121,81613,30.4,81493,32.2,65264,44.3,45016,55.7,37414,43101,1067,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
